qid,question,label,hallucination_probability,predicted_label,generated_answer,category,mean_logprob,min_logprob,mean_entropy,correct_prediction
sciq_0062,What is the the process by which remains or traces of living things become fossils called?,1,0.3842622425306602,0,The process by which remains or traces of living things become fossils is called permineralization.,science,-0.05917300503918,-0.6452926397323608,0.2109191078435335,False
sciq_0174,What term is used to describe the development of new technology?,1,0.4133089382232658,0,"The term used to describe the development of new technology is ""innovation"".",science,-0.0860921018188188,-0.4240500330924988,0.2982583008124493,False
sciq_0000,What term means the set of processes by which metals are extracted from their ores and converted to more useful forms?,1,0.4160942379094655,0,The term that means the set of processes by which metals are extracted from their ores and converted to more useful forms is smelting.,science,-0.1310791979450456,-1.445284724235535,0.3275652241432841,False
sciq_0004,The interaction between atomic orbitals is greatest when they have the same what?,1,0.4203701034954012,0,The interaction between atomic orbitals is greatest when they have the same principal quantum number (n).,science,-0.1231652196414583,-1.1285526752471924,0.3346056082978305,False
sciq_0014,What branch of science explains much of what you observe and do in your daily life?,1,0.4238536754728174,0,The branch of science that explains much of what I observe and do in my daily life is Physics.,science,-0.141803552368583,-1.0397250652313232,0.3339414779322396,False
sciq_0078,"What nervous system is divided into two parts, the sensory division and the motor division?",1,0.4528645472705769,0,"The nervous system is divided into two main parts: the central nervous system (CNS) and the peripheral nervous system (PNS). The CNS consists of the brain and spinal cord, while the PNS consists of nerves that connect the CNS to the rest of the body, including sensory receptors, muscles, and glands.",science,-0.1761312509152794,-1.1946158409118652,0.4300779206142806,False
sciq_0158,What type of bonds are formed by the side-to-side overlap of p orbitals?,1,0.4559710539307295,0,The type of bonds formed by the side-to-side overlap of p orbitals are sigma (σ) bonds.,science,-0.1546157868237762,-1.2121644020080566,0.4538725558589001,False
sciq_0175,"Most modern seed plants are angiosperms, which produce seeds in the ovaries of what basic structure?",1,0.4754614251332756,0,"Most modern seed plants are angiosperms, which produce seeds in the ovary of a fruit.",science,-0.1859040814710169,-1.1447091102600098,0.5060421533940825,False
sciq_0198,Where fossils of the genus eomaia found?,1,0.4803264556267858,0,Fossils of the genus Eomaia have been found in South Africa.,science,-0.2485461951427794,-1.3993951082229614,0.5009586531029981,False
sciq_0086,What are atoms with unstable nuclei are considered to be?,1,0.492512853006931,0,Atoms with unstable nuclei are considered to be radioactive.,science,-0.1432956062431913,-0.3424129486083984,0.5577983107417822,False
