qid,question,category,generated_answer,num_new_tokens,mean_logprob,min_logprob,mean_entropy,correct_sim,incorrect_sim,label,llm_calls
sciq_0000,What term means the set of processes by which metals are extracted from their ores and converted to more useful forms?,science,The term that means the set of processes by which metals are extracted from their ores and converted to more useful forms is metallurgy.,26,-0.0660454409448728,-0.8816469311714172,0.16224876583748063,0.08695652173913045,0.0,0,1
sciq_0001,What do charged particles in motion generate?,science,Charged particles in motion generate electromagnetic waves.,10,-0.13970947605093825,-0.585920512676239,0.35298697017855146,0.0,0.0,1,1
sciq_0002,"During a human pregnancy, which trimester exhibits the greatest growth of the fetus and culminates in labor and delivery?",science,"The third trimester of human pregnancy exhibits the greatest growth of the fetus, culminating in labor and delivery.",20,-0.16449693773392937,-0.9681828022003174,0.3550708909286186,0.23529411764705882,0.11764705882352941,0,1
sciq_0003,What is part of a large fungus that lives underground?,science,A part of a large fungus that lives underground is the mycelium.,15,-0.1872793322792859,-1.206342101097107,0.41884543813454606,0.0,0.0,1,1
sciq_0004,The interaction between atomic orbitals is greatest when they have the same what?,science,The interaction between atomic orbitals is greatest when they have the same energy.,15,-0.08914592134436058,-0.8526843786239624,0.3032297912309029,0.16666666666666669,0.0,0,1
sciq_0005,What is the general name for a group of atoms derived from an alkane?,science,The general name for a group of atoms derived from an alkane is an alkene.,18,-0.088771477379497,-0.5463003516197205,0.19961045641846592,0.15384615384615385,0.15384615384615385,1,1
sciq_0006,What is one thing that cell membranes are permeable to?,science,One thing that cell membranes are permeable to is water.,11,-0.15870499150729633,-0.6340203285217285,0.3713101029226726,0.0,0.0,1,1
sciq_0007,What evolutionary process has adapted protonephridia to different tasks in different environments?,science,The evolutionary process that has adapted protonephridia to different tasks in different environments is adaptation.,19,-0.28662148615196775,-1.7776035070419312,0.5857791436600995,0.0,0.0,1,1
sciq_0008,Melting ice is drastically impacting the number of what at glacier national park?,science,Melting ice is drastically impacting the number of glaciers at Glacier National Park.,15,-0.1808785387809621,-0.882840633392334,0.5672143865842372,0.14285714285714285,0.0,0,1
sciq_0009,Where do mushrooms get their energy?,science,"Mushrooms obtain their energy from decomposing organic matter, such as dead plants and animals, through a process called saprotrophy.",27,-0.2289631951872648,-0.9048340320587158,0.5800394191625216,0.1904761904761905,0.09523809523809525,0,1
sciq_0010,Which part of the atmosphere do greenhouse gasses trap heat in?,science,Greenhouse gasses trap heat in the lower atmosphere.,10,-0.24739656250449116,-0.7379223704338074,0.50289823901403,0.0,0.0,1,1
sciq_0011,The lens and other parts of the eye work together to focus a real image on what eye structure?,science,The lens and other parts of the eye work together to focus a real image on the retina.,19,-0.05365564700657974,-0.47156524658203125,0.15943770884309502,0.13333333333333333,0.0,0,1
sciq_0012,Reacting with metal is one thing that distinguishes acids from what?,science,"Reacting with metal is one distinguishing feature of acids, as opposed to bases.",16,-0.39198722346498016,-0.944359302520752,0.9581981298615574,0.14285714285714288,0.0,0,1
sciq_0013,What takes place where septa is found?,science,"Septa is found in the cells of the human body, particularly in the walls of blood vessels, where it plays a crucial role in the structure and function of the circulatory system.",36,-0.4976361923424217,-2.205054759979248,1.3450809932158638,0.13333333333333336,0.13333333333333336,1,1
sciq_0014,What branch of science explains much of what you observe and do in your daily life?,science,The branch of science that explains much of what you observe and do in your daily life is physics.,20,-0.06758920521656364,-0.6791360974311829,0.23448804036088405,0.09999999999999999,0.09999999999999999,1,1
sciq_0015,What theory states that there is no interaction between individual gas particles?,science,The theory that states there is no interaction between individual gas particles is the Ideal Gas Law theory.,19,-0.20533202203277093,-1.277335286140442,0.48620252390882296,0.1111111111111111,0.1111111111111111,1,1
sciq_0016,"Most mammals are viviparous, which refers to what reproductive result?",science,"Most mammals are viviparous, meaning they give birth to live young instead of laying eggs.",20,-0.11988985492207575,-1.1980639696121216,0.28662030601226435,0.23529411764705882,0.23529411764705882,1,1
sciq_0017,Toxins and poisons are ______ enzyme inhibitos,science,"Toxins and poisons can inhibit enzymes, which are proteins that speed up chemical reactions in the body.",20,-0.3384519685525447,-1.4608289003372192,0.8095988404005766,0.0,0.0,1,1
sciq_0018,How did the first seed plants form seeds?,science,"The first seed plants formed seeds through a process involving the development of a seed coat, embryo, and stored food reserves. This process involved the evolution of specialized reproductive structures and mechanisms that allowed plants to produce seeds that could survive and grow into new plants.",50,-0.5565829222719185,-1.767225742340088,1.3293901316821575,0.0,0.0,1,1
sciq_0019,"A thermite reaction is thermodynamically spontaneous, and because it is associated with a significant release of heat, it is regarded as what?",science,"A thermite reaction is thermodynamically spontaneous and associated with a significant release of heat, making it regarded as exothermic.",26,-0.14727555995295916,-0.7488691210746765,0.3914316889372108,0.1111111111111111,0.0,0,1
sciq_0020,"The right and left hip bones, with the addition of the sacrum and coccyx form what section of the skeleton?",science,"The right and left hip bones, with the addition of the sacrum and coccyx, form the pelvis section of the skeleton.",27,-0.13405925521155276,-1.0681482553482056,0.25432311139000513,0.11764705882352941,0.0,0,1
sciq_0021,Organs involved in digestion that do not have food pass through them are called?,science,The organs involved in digestion that do not have food passing through them are called accessory organs.,18,-0.15812471900527372,-0.7008324265480042,0.4725548248275623,0.2222222222222222,0.1111111111111111,0,1
sciq_0022,"Sponges exemplify what type of arrangement, where different cells are specialized for different functions, but each cell works alone?",science,"Sponges exemplify a pseudostratified columnar arrangement, where different cells are specialized for different functions, but each cell works alone.",28,-0.20646094888797936,-1.8709951639175415,0.6291286921576297,0.09523809523809525,0.0,0,1
sciq_0023,What form the skeletons of most organic molecules?,science,The skeletons of most organic molecules are composed of carbon and hydrogen atoms.,14,-0.2756017031039976,-1.1083300113677979,0.5708096256629298,0.14285714285714285,0.0,0,1
sciq_0024,What type of eclipse happens when a full moon moves through earth's shadow?,science,A lunar eclipse occurs when a full moon moves through Earth's shadow.,14,-0.1480041934171043,-0.5335465669631958,0.3802471053786576,0.16666666666666669,0.0,0,1
sciq_0025,Enzymes can catalyze up to several million reactions per what?,science,Enzymes can catalyze up to several million reactions per second.,13,-0.005914661350979818,-0.029792651534080505,0.04071526445547464,0.18181818181818182,0.0,0,1
sciq_0026,The lithosphere is divided into a dozen major and several minor what?,science,The lithosphere is divided into a dozen major and several minor tectonic plates.,15,-0.0156530984393612,-0.10151471942663193,0.08793488314840943,0.16666666666666669,0.0,0,1
sciq_0027,The energy required to remove an electron from a gaseous atom is called?,science,The energy required to remove an electron from a gaseous atom is called the ionization energy.,17,-0.058172570720618,-0.7721980810165405,0.14885727383593536,0.2857142857142857,0.14285714285714285,0,1
sciq_0028,"What substance, which forms igneous rock, flows out in rivers of lava when it reaches the surface?",science,The substance that forms igneous rock when it flows out in rivers of lava is lava.,17,-0.20179887896622806,-1.1160386800765991,0.5152717775062603,0.0,0.0,1,1
sciq_0029,What is it called when birds keep their eggs warm while the embryos inside develop?,science,It is called incubation.,5,-0.19811508492566646,-0.6484106183052063,0.5356694970279932,0.4,0.0,0,1
sciq_0030,The lancelet lacks what feature that distinguishes vertebrates?,science,"The lancelet lacks a vertebral column, which distinguishes vertebrates from other chordates.",16,-0.29389382850695256,-0.8300392031669617,0.7181101545770616,0.0,0.0,1,1
sciq_0031,What are the smallest structural and functional unit of all living organisms?,science,The smallest structural and functional unit of all living organisms is the cell.,14,-0.02783745281879289,-0.3139432668685913,0.08253035102513552,0.0,0.0,1,1
sciq_0032,Population size is the number of what in a population?,science,Population size refers to the number of individuals or members in a population.,14,-0.2243129972908459,-1.0588526725769043,0.5185357153033172,0.16666666666666669,0.0,0,1
sciq_0033,What does jupiter reflect a lot of due to its size?,science,"Jupiter reflects a lot due to its size, as it is the largest planet in our solar system, covering a significant portion of the sky and reflecting sunlight back into space.",35,-0.33603549773944386,-1.2495850324630737,0.8423708195733655,0.07142857142857142,0.0,0,1
sciq_0034,There are 20 different common amino acids needed to make what organic compound?,science,"The 20 different common amino acids are needed to make proteins, which are organic compounds.",19,-0.20271537526452066,-0.6356935501098633,0.5635570492472892,0.13333333333333333,0.0,0,1
sciq_0035,Non-human organisms that mainly consume plants/other primary producers are known as what?,science,Non-human organisms that mainly consume plants/other primary producers are known as herbivores.,17,-0.06993449321282028,-0.33569425344467163,0.23991471190717728,0.13333333333333333,0.0,0,1
sciq_0036,What is the mechanism by which favorable traits become more common in organisms over the course of generations?,science,The mechanism by which favorable traits become more common in organisms over the course of generations is through natural selection.,21,-0.12412699089910954,-1.0302702188491821,0.2531384944987145,0.19999999999999998,0.09999999999999999,0,1
sciq_0037,How do multicellular organisms grow in size?,science,"Multicellular organisms grow in size through cell division, where cells divide and produce new cells, allowing the organism to increase in size.",27,-0.31674345903873774,-1.312364935874939,0.7577955063255744,0.2962962962962963,0.22222222222222224,0,1
sciq_0038,A vapor light produces visible light by what process?,science,A vapor light produces visible light through the process of incandescence.,14,-0.19705365368716748,-1.1223212480545044,0.4046681358148427,0.0,0.0,1,1
sciq_0039,Which kind of muscle regulates air flow in lungs?,science,"The diaphragm, a dome-shaped muscle, regulates air flow in the lungs.",16,-0.20584265693537418,-0.7784407138824463,0.5695944834678812,0.0,0.0,1,1
sciq_0040,"What useful tool helps scientists work with, understand and make predictions about extremely complex systems?",science,"Scientists use computational models and simulations to work with, understand, and make predictions about extremely complex systems.",20,-0.25550658193878917,-0.9893085360527039,0.6972880473607802,0.1111111111111111,0.0,0,1
sciq_0041,Water can be broken down into hydrogen and oxygen gases by the addition of what?,science,Water can be broken down into hydrogen and oxygen gases by the addition of electricity.,16,-0.13042578383686987,-0.9449896812438965,0.2991533818149037,0.0,0.0,1,1
sciq_0042,A moraine is sediment deposited by what?,science,A moraine is sediment deposited by glaciers.,9,-0.13302922166056103,-1.0179753303527832,0.2694802841740764,0.0,0.0,1,1
sciq_0043,Hertz proved that what type of waves travel at the speed of light?,science,Hertz proved that electromagnetic waves travel at the speed of light.,14,-0.0487864734572148,-0.3816123306751251,0.20161736234279357,0.18181818181818182,0.0,0,1
sciq_0044,What does a continuous string of earthquakes indicate about a volcano?,science,"A continuous string of earthquakes indicates that magma is rising and moving beneath a volcano, which can lead to an impending eruption.",24,-0.43074319302327996,-1.6410672664642334,1.002683678161399,0.18181818181818182,0.09090909090909091,0,1
sciq_0045,Mollusks have a true coelom and a complete what?,science,Mollusks have a true coelom and a complete body cavity.,15,-0.09409442287790928,-0.8943871259689331,0.3426513332951193,0.0,0.0,1,1
sciq_0046,What is a large molecule with many repeating units?,science,A large molecule with many repeating units is a polymer.,11,-0.12167653123932806,-0.7532598376274109,0.3088983114681799,0.2222222222222222,0.0,0,1
sciq_0047,How many viruses that can cause cancer in humans have been identified by scientists?,science,Scientists have identified 17 viruses that can cause cancer in humans.,14,-0.35701179726623067,-1.270934820175171,0.7597428964717048,0.0,0.0,1,1
sciq_0048,What geologic era is also known as the age of mammals?,science,The geologic era known as the Age of Mammals is also referred to as the Cenozoic Era.,21,-0.13943048619233064,-0.9680647850036621,0.3824191817042274,0.25,0.125,0,1
sciq_0049,What 3 things do animals need to live and survive?,science,"Animals need food, water, and shelter to live and survive.",13,-0.15103609521891206,-0.9920647144317627,0.3681437349699151,0.4285714285714285,0.4285714285714285,1,1
sciq_0050,What type of particle collides with an atom of u-235 during the basic nuclear fission process?,science,"During the basic nuclear fission process, a neutron collides with an atom of u-235, causing it to split into two smaller atoms and releasing more neutrons and energy.",36,-0.22389029243803785,-0.8826603889465332,0.5354926069464404,0.07407407407407407,0.0,0,1
sciq_0051,Earth's axis is an imaginary line passing through which poles?,science,Earth's axis is an imaginary line passing through its North and South poles.,15,-0.1520412754984136,-0.7642242312431335,0.32939277486584617,0.375,0.25,0,1
sciq_0052,"In a plant, the flower contains what?",science,"In a plant, the flower contains reproductive structures such as stamens and carpels, which produce pollen and seeds.",23,-0.35568559144001916,-1.7060911655426025,0.7830707299999236,0.21052631578947367,0.10526315789473684,0,1
sciq_0053,What cycle is part of cellular respiration and makes atp and naph?,science,The cycle that is part of cellular respiration and makes ATP and NADPH is the light-dependent reactions and the Calvin cycle.,25,-0.25635251298010187,-1.2029297351837158,0.6592885450800532,0.0,0.09523809523809525,1,1
sciq_0054,What are people with osteoporosis at increased risk of?,science,"People with osteoporosis are at increased risk of bone fractures, particularly in the hips, spine, and wrists.",21,-0.1841137808954781,-1.2868818044662476,0.437859819852747,0.2222222222222222,0.0,0,1
sciq_0055,What is the most abundant metal of the earth's crust?,science,The most abundant metal in the Earth's crust is iron.,12,-0.13335532921223603,-0.7091066837310791,0.26487161615235283,0.0,0.0,1,1
sciq_0056,What is the middle layer of connective tissue called?,science,The middle layer of connective tissue is called the stroma.,12,-0.1949154921800679,-1.5073541402816772,0.49684421102817095,0.0,0.0,1,1
sciq_0057,About how tall can mid-ocean ridges be?,science,"Mid-ocean ridges can reach heights of up to 2,000 meters (6,562 feet) in some areas.",29,-0.24313788457220653,-1.3960317373275757,0.6336818460098083,0.09523809523809525,0.1904761904761905,1,1
sciq_0058,"Competition that occurs between members of the same species, which improves the species’ adaptations, is called what?",science,"Competition between members of the same species, which improves their adaptations, is called interspecies competition.",20,-0.22551658994134413,-0.9003509283065796,0.5681994162074261,0.125,0.25,1,1
