qid,question,category,generated_answer,label,correct_sim,incorrect_sim,mean_logprob,median_logprob,min_logprob,logprob_p10,logprob_p25,std_logprob,frac_low_confidence,mean_entropy,max_entropy,std_entropy,answer_length,mean_margin,min_margin,first_half_mean_logprob,second_half_mean_logprob,logprob_delta_second_minus_first,logprob_trend_slope
sciq_0000,What term means the set of processes by which metals are extracted from their ores and converted to more useful forms?,science,The term that means the set of processes by which metals are extracted from their ores and converted to more useful forms is metallurgy.,0,0.0869565217391304,0.0,-0.0660454409448728,-0.000712119450327009,-0.8816469311714172,-0.20728028938174248,-0.007986194686964154,0.1891141192525282,0.0,0.16224876583748063,1.712659478187561,0.3948028175072565,26,0.0,0.0,-0.06214273773308868,-0.06994814415665693,-0.007805406423568251,-0.000901422712378188
sciq_0001,What do charged particles in motion generate?,science,Charged particles in motion generate electromagnetic waves.,1,0.0,0.0,-0.13970947605093825,-0.008057660656049848,-0.585920512676239,-0.413435161113739,-0.29132402688264847,0.21218613975600836,0.0,0.35298697017855146,1.22505521774292,0.4881790453681953,10,0.0,0.0,-0.0046479442265976445,-0.27477100787527886,-0.2701230636486812,-0.05683235809836795
sciq_0002,"During a human pregnancy, which trimester exhibits the greatest growth of the fetus and culminates in labor and delivery?",science,"The third trimester of human pregnancy exhibits the greatest growth of the fetus, culminating in labor and delivery.",0,0.2352941176470588,0.1176470588235294,-0.16449693773392937,-0.003689837991259992,-0.9681828022003174,-0.6139973580837249,-0.1427774392068386,0.28636785686397626,0.0,0.3550708909286186,1.5581798553466797,0.49361091952520647,20,0.0,0.0,-0.22119944752776063,-0.10779442794009811,0.11340501958766253,0.011763237034400862
sciq_0003,What is part of a large fungus that lives underground?,science,A part of a large fungus that lives underground is the mycelium.,1,0.0,0.0,-0.1872793322792859,-0.005558747798204422,-1.206342101097107,-0.6538454413414001,-0.1112443245947361,0.34472277028600673,0.0,0.41884543813454606,1.7248040437698364,0.5835755525318139,15,0.0,0.0,-0.18732320954690554,-0.18724093967011868,8.226987678686126e-05,0.011169914497259011
sciq_0004,The interaction between atomic orbitals is greatest when they have the same what?,science,The interaction between atomic orbitals is greatest when they have the same energy.,0,0.1666666666666666,0.0,-0.08914592134436058,-0.0052994489669799805,-0.8526843786239624,-0.21743634939193723,-0.03000706434249878,0.21855819184170466,0.0,0.3032297912309029,2.392122268676758,0.624031373937935,15,0.0,0.0,-0.010533483863184756,-0.15793180414038943,-0.14739832027720468,-0.0254022975607642
sciq_0005,What is the general name for a group of atoms derived from an alkane?,science,The general name for a group of atoms derived from an alkane is an alkene.,1,0.1538461538461538,0.1538461538461538,-0.088771477379497,-0.0016839482123032212,-0.5463003516197205,-0.43138444423675537,-0.02846960909664631,0.17553562049736587,0.0,0.19961045641846592,1.028268575668335,0.3391542077334098,18,0.0,0.0,-0.00629302711179965,-0.17124992764719435,-0.1649569005353947,-0.021362987626507464
sciq_0006,What is one thing that cell membranes are permeable to?,science,One thing that cell membranes are permeable to is water.,1,0.0,0.0,-0.15870499150729633,-0.004161745775490999,-0.6340203285217285,-0.45115649700164795,-0.31254761666059494,0.22478080139510834,0.0,0.3713101029226726,1.3411226272583008,0.49059346464771103,11,0.0,0.0,-0.13073941123730037,-0.18200964173229295,-0.051270230494992575,-0.019263622975929387
sciq_0007,What evolutionary process has adapted protonephridia to different tasks in different environments?,science,The evolutionary process that has adapted protonephridia to different tasks in different environments is adaptation.,1,0.0,0.0,-0.28662148615196775,-0.036520153284072876,-1.7776035070419312,-0.8332084655761718,-0.2657306343317032,0.5051906174089065,0.0,0.5857791436600995,3.4542689323425293,0.8678573174081293,19,0.0,0.0,-0.17958673424517554,-0.3829527628680808,-0.20336602862290523,-0.033275255737182874
sciq_0008,Melting ice is drastically impacting the number of what at glacier national park?,science,Melting ice is drastically impacting the number of glaciers at Glacier National Park.,0,0.1428571428571428,0.0,-0.1808785387809621,-0.05787324905395508,-0.882840633392334,-0.5387869596481323,-0.2249479591846466,0.25708100924586524,0.0,0.5672143865842372,2.9513792991638184,0.754490543541919,15,0.0,0.0,-0.20362910065471493,-0.1609717971414284,0.04265730351328653,0.012778610824092798
sciq_0009,Where do mushrooms get their energy?,science,"Mushrooms obtain their energy from decomposing organic matter, such as dead plants and animals, through a process called saprotrophy.",0,0.1904761904761905,0.0952380952380952,-0.2289631951872648,-0.07984542101621628,-0.9048340320587158,-0.571598219871521,-0.4072428047657013,0.26580585439278936,0.0,0.5800394191625216,1.8225500583648682,0.5923181676050391,27,0.0,0.0,-0.25238938854510284,-0.20721030135498658,0.04517908719011626,0.00032990884532048073
sciq_0010,Which part of the atmosphere do greenhouse gasses trap heat in?,science,Greenhouse gasses trap heat in the lower atmosphere.,1,0.0,0.0,-0.24739656250449116,-0.03514569532126188,-0.7379223704338074,-0.6843900918960572,-0.5792002081871033,0.30588803316256563,0.0,0.50289823901403,1.3996942043304443,0.5291297452984574,10,0.0,0.0,-0.14823678254597325,-0.34655634246300904,-0.1983195599170358,-0.04906754418717547
sciq_0011,The lens and other parts of the eye work together to focus a real image on what eye structure?,science,The lens and other parts of the eye work together to focus a real image on the retina.,0,0.1333333333333333,0.0,-0.05365564700657974,-0.0057222130708396435,-0.47156524658203125,-0.13734716176986694,-0.03395564015954733,0.11466291409700596,0.0,0.15943770884309502,0.9911422729492188,0.25113617295833995,19,0.0,0.0,-0.04892383006234821,-0.0579142822563881,-0.008990452194039891,-0.005639941802713254
sciq_0012,Reacting with metal is one thing that distinguishes acids from what?,science,"Reacting with metal is one distinguishing feature of acids, as opposed to bases.",0,0.1428571428571428,0.0,-0.39198722346498016,-0.3100608289241791,-0.944359302520752,-0.7789592444896698,-0.7003772556781769,0.3149766714306031,0.0,0.9581981298615574,1.9762229919433594,0.5849253415137053,16,0.0,0.0,-0.27239633223507553,-0.5115781146948848,-0.23918178245980926,-0.03271183026434782
sciq_0013,What takes place where septa is found?,science,"Septa is found in the cells of the human body, particularly in the walls of blood vessels, where it plays a crucial role in the structure and function of the circulatory system.",1,0.1333333333333333,0.1333333333333333,-0.4976361923424217,-0.4023233950138092,-2.205054759979248,-1.164182186126709,-0.8325944095849991,0.5121994328086555,0.0,1.3450809932158638,4.851548194885254,1.2374662123715428,36,0.0,0.0,-0.6410564528778195,-0.35421593180702377,0.2868405210707958,0.01584317872760411
sciq_0014,What branch of science explains much of what you observe and do in your daily life?,science,The branch of science that explains much of what you observe and do in your daily life is physics.,1,0.0999999999999999,0.0999999999999999,-0.06758920521656364,-0.005141236586496234,-0.6791360974311829,-0.22086968272924423,-0.04073518421500921,0.15509865158438157,0.0,0.23448804036088405,1.7451491355895996,0.4268242697108674,20,0.0,0.0,-0.03806478047044948,-0.0971136299626778,-0.05904884949222833,-0.008077188537073995
sciq_0015,What theory states that there is no interaction between individual gas particles?,science,The theory that states there is no interaction between individual gas particles is the Ideal Gas Law theory.,1,0.1111111111111111,0.1111111111111111,-0.20533202203277093,-0.009176932275295258,-1.277335286140442,-0.6691303968429565,-0.2638695687055588,0.34491768669890494,0.0,0.48620252390882296,2.528064012527466,0.7198834888207064,19,0.0,0.0,-0.1537842548018994,-0.25172501254055535,-0.09794075773865596,-0.008688618186651925
sciq_0016,"Most mammals are viviparous, which refers to what reproductive result?",science,"Most mammals are viviparous, meaning they give birth to live young instead of laying eggs.",1,0.2352941176470588,0.2352941176470588,-0.11988985492207575,-0.012566901743412018,-1.1980639696121216,-0.33212695121765134,-0.05615901295095682,0.27786098995785424,0.0,0.28662030601226435,1.8624197244644165,0.4677941038799644,20,0.0,0.0,-0.09860253426859344,-0.14117717557555806,-0.04257464130696462,-0.005982830957064061
