qid,question,category,sampled_answers,representative_answer,agreement_score,correct_sim,incorrect_sim,label,llm_calls
sciq_0000,What term means the set of processes by which metals are extracted from their ores and converted to more useful forms?,science,"['The term that means the set of processes by which metals are extracted from their ores and converted to more useful forms is ""metallurgy.""', 'The term that means the set of processes by which metals are extracted from their ores and converted to more useful forms is ""smelting and refining.""', 'The term that means the set of processes by which metals are extracted from their ores and converted to more useful forms is ""metallurgy.""', 'The term that refers to the set of processes by which metals are extracted from their ores and converted to more useful forms is ""metallurgy.""', 'The term that means the set of processes by which metals are extracted from their ores and converted to more useful forms is metallurgy.']","The term that means the set of processes by which metals are extracted from their ores and converted to more useful forms is ""metallurgy.""",0.9390194264569842,0.08695652173913045,0.0,0,5
sciq_0001,What do charged particles in motion generate?,science,"['Charged particles in motion generate electromagnetic fields and radiation.', 'Charged particles in motion generate electromagnetic waves, which include radio waves, microwaves, infrared radiation, visible light, ultraviolet radiation, X-rays, and gamma rays.', 'Charged particles in motion generate an electric current.', 'Charged particles in motion generate electromagnetic waves.', 'Charged particles in motion generate electromagnetic waves.']",Charged particles in motion generate electromagnetic waves.,0.6320238095238095,0.0,0.0,1,5
sciq_0002,"During a human pregnancy, which trimester exhibits the greatest growth of the fetus and culminates in labor and delivery?",science,"['The third trimester of pregnancy, which is the final 3 months (20-36 weeks), exhibits the greatest growth of the fetus and culminates in labor and delivery.', 'The third trimester of a human pregnancy exhibits the greatest growth of the fetus, culminating in labor and delivery.', 'The third trimester of human pregnancy exhibits the greatest growth of the fetus, culminating in labor and delivery.', 'The third trimester exhibits the greatest growth of the fetus, culminating in labor and delivery.', 'The third trimester of human pregnancy exhibits the greatest growth of the fetus, culminating in labor and delivery.']","The third trimester of a human pregnancy exhibits the greatest growth of the fetus, culminating in labor and delivery.",0.8347869674185464,0.23529411764705882,0.11764705882352941,0,5
sciq_0003,What is part of a large fungus that lives underground?,science,"['A large fungus that lives underground is part of a mycelium.', 'A large fungus that lives underground is part of a mycelium.', 'A part of a large fungus that lives underground is a mycelium.', 'A large fungus that lives underground is a mycelium.', 'A large fungus that lives underground is often part of a mycelium.']",A large fungus that lives underground is part of a mycelium.,0.9290634674922602,0.0,0.0,1,5
sciq_0004,The interaction between atomic orbitals is greatest when they have the same what?,science,"['The interaction between atomic orbitals is greatest when they have the same energy.', 'The interaction between atomic orbitals is greatest when they have the same symmetry.', 'The interaction between atomic orbitals is greatest when they have the same energy.', 'The interaction between atomic orbitals is greatest when they have the same symmetry.', 'The interaction between atomic orbitals is greatest when they have the same symmetry.']",The interaction between atomic orbitals is greatest when they have the same symmetry.,0.9454545454545455,0.0,0.0,1,5
sciq_0005,What is the general name for a group of atoms derived from an alkane?,science,"['The general name for a group of atoms derived from an alkane is an alkene.', 'The general name for a group of atoms derived from an alkane is a functional group, specifically an alkane radical.', 'The general name for a group of atoms derived from an alkane is a functional group.', 'The general name for a group of atoms derived from an alkane is a functional group.', 'The general name for a group of atoms derived from an alkane is a ""hydrocarbon.""']",The general name for a group of atoms derived from an alkane is a functional group.,0.8703591094895442,0.14285714285714285,0.14285714285714285,1,5
sciq_0006,What is one thing that cell membranes are permeable to?,science,"['One thing that cell membranes are permeable to is water molecules.', ""Cell membranes are permeable to certain small molecules and ions, allowing them to pass through and maintain the cell's internal environment."", 'One thing that cell membranes are permeable to is water.', 'One thing that cell membranes are permeable to is water.', 'Cell membranes are permeable to water molecules.']",One thing that cell membranes are permeable to is water molecules.,0.6543037107316045,0.0,0.0,1,5
sciq_0007,What evolutionary process has adapted protonephridia to different tasks in different environments?,science,"['The evolutionary process has adapted protonephridia to different tasks in different environments through variations in their structure, function, and location within organisms.', 'The evolutionary process that has adapted protonephridia to different tasks in different environments involves adaptation to specific environmental conditions, allowing these structures to function optimally in various ecosystems.', 'Protonephridia has evolved to adapt to various tasks in different environments through a process of genetic variation and natural selection.', 'The evolutionary process that has adapted protonephridia to different tasks in different environments involves a combination of genetic variation, natural selection, and developmental changes, allowing protonephridia to adapt to various environments.', 'The evolutionary process has adapted protonephridia to different tasks in different environments through adaptations such as structural modifications, changes in ion transport, and specialization for specific functions like osmoregulation or excretion.']","The evolutionary process that has adapted protonephridia to different tasks in different environments involves a combination of genetic variation, natural selection, and developmental changes, allowing protonephridia to adapt to various environments.",0.5125926655966656,0.12903225806451613,0.06451612903225806,0,5
sciq_0008,Melting ice is drastically impacting the number of what at glacier national park?,science,"['Melting ice at Glacier National Park is drastically impacting the number of glaciers.', 'Melting ice is drastically impacting the number of glaciers at Glacier National Park.', 'Melting ice is drastically impacting the number of glaciers at Glacier National Park.', 'Melting ice is drastically impacting the number of glaciers at Glacier National Park.', 'Melting ice is drastically impacting the number of glaciers in Glacier National Park.']",Melting ice at Glacier National Park is drastically impacting the number of glaciers.,0.9666666666666666,0.14285714285714285,0.0,0,5
sciq_0009,Where do mushrooms get their energy?,science,"['Mushrooms obtain their energy from organic matter, such as decaying plant and animal matter, through a process called decomposition.', ""Mushrooms obtain their energy from the organic matter they absorb from their environment, primarily through mycelium, the network of branching, thread-like structures that make up a mushroom's body."", 'Mushrooms obtain energy from breaking down organic matter in their environment, such as dead plants and animals, using enzymes.', 'Mushrooms get their energy from decomposing organic matter, such as dead plants and animals, through a process called saprotrophy.', 'Mushrooms obtain their energy from organic matter like dead plants, animals, or other fungi through a process called decomposition.']","Mushrooms get their energy from decomposing organic matter, such as dead plants and animals, through a process called saprotrophy.",0.5088666927797363,0.1904761904761905,0.09523809523809525,0,5
